#He so k la
3.0
#Number of Nodes
18
# list of nodes
#x #y #z
35.467192957187166 5.678406792065942 0.0
3.292191086986736 35.92695371957197 0.0
33.79582337344922 35.307242813409246 0.0
4.295815880641429 5.373798432730016 0.0
19.710996354991128 19.017434039388252 0.0
23.39934688005478 35.99511671756679 0.0
36.72670723342924 17.33820500764531 0.0
25.379512833705782 4.8717537118212135 0.0
3.5036480215778236 16.294012165519543 0.0
27.174067756669874 12.318223693869461 0.0
15.8982614554781 5.303378869422478 0.0
28.53764453542036 25.1560059603464 0.0
37.21828584746265 27.144694828959572 0.0
10.487701561861611 13.65916507628008 0.0
12.677402624723735 36.29704197383208 0.0
18.483076424040206 28.953013309733336 0.0
3.6635032859049743 27.02750657664426 0.0
11.162852135558959 24.05125309354128 0.0
#nguong BER
0.001
#Ma tran yeu cau D
#source_index dest_index bw don vi Mbps
0 0 2304
0 1 1252
0 2 2271
0 3 2731
0 4 2637
0 5 2344
0 6 2431
0 7 2402
0 8 1533
0 9 1360
0 10 2069
0 11 1757
0 12 797
0 13 1851
0 14 1721
0 15 2168
0 16 1560
0 17 1740
1 0 1422
1 1 856
1 2 1157
1 3 1659
1 4 1228
1 5 915
1 6 865
1 7 1166
1 8 492
1 9 1113
1 10 1518
1 11 771
1 12 567
1 13 1250
1 14 780
1 15 1260
1 16 997
1 17 1223
2 0 1752
2 1 1164
2 2 1301
2 3 1676
2 4 1832
2 5 1806
2 6 1502
2 7 1521
2 8 1127
2 9 1519
2 10 1909
2 11 1699
2 12 698
2 13 1590
2 14 1137
2 15 1432
2 16 1436
2 17 1365
3 0 2183
3 1 1069
3 2 1792
3 3 2692
3 4 3062
3 5 1694
3 6 2127
3 7 2701
3 8 1541
3 9 1661
3 10 2898
3 11 2065
3 12 882
3 13 1760
3 14 1359
3 15 2610
3 16 1466
3 17 2010
4 0 2461
4 1 1324
4 2 1560
4 3 2577
4 4 2793
4 5 1378
4 6 1876
4 7 2383
4 8 1903
4 9 1958
4 10 2361
4 11 1785
4 12 801
4 13 2159
4 14 1435
4 15 2823
4 16 1836
4 17 2339
5 0 1872
5 1 1088
5 2 1409
5 3 1419
5 4 1659
5 5 1225
5 6 1616
5 7 2011
5 8 798
5 9 1402
5 10 1357
5 11 1001
5 12 756
5 13 1654
5 14 1078
5 15 1727
5 16 1697
5 17 1582
6 0 2446
6 1 1233
6 2 1423
6 3 1956
6 4 2037
6 5 1707
6 6 1873
6 7 1847
6 8 832
6 9 1234
6 10 1948
6 11 1245
6 12 964
6 13 1629
6 14 1069
6 15 2181
6 16 1410
6 17 1689
7 0 2429
7 1 1362
7 2 1779
7 3 2645
7 4 2295
7 5 1580
7 6 1493
7 7 2040
7 8 1428
7 9 1654
7 10 2286
7 11 1610
7 12 787
7 13 1837
7 14 1507
7 15 1757
7 16 1568
7 17 2102
8 0 1584
8 1 814
8 2 1182
8 3 1152
8 4 1186
8 5 794
8 6 987
8 7 1217
8 8 876
8 9 856
8 10 1626
8 11 1189
8 12 687
8 13 1166
8 14 1080
8 15 1427
8 16 1068
8 17 976
9 0 1825
9 1 823
9 2 1318
9 3 1759
9 4 1949
9 5 1433
9 6 1256
9 7 1713
9 8 1070
9 9 1089
9 10 1593
9 11 1769
9 12 841
9 13 1713
9 14 883
9 15 1441
9 16 1095
9 17 1475
10 0 2304
10 1 1370
10 2 2055
10 3 2694
10 4 2369
10 5 1652
10 6 2621
10 7 2169
10 8 1359
10 9 2030
10 10 2501
10 11 1793
10 12 834
10 13 2084
10 14 1350
10 15 1696
10 16 2166
10 17 1991
11 0 2219
11 1 992
11 2 1408
11 3 1888
11 4 1998
11 5 1277
11 6 1640
11 7 1719
11 8 770
11 9 1054
11 10 2148
11 11 1402
11 12 646
11 13 1806
11 14 1191
11 15 1598
11 16 1386
11 17 1120
12 0 1110
12 1 602
12 2 526
12 3 982
12 4 1052
12 5 703
12 6 825
12 7 691
12 8 529
12 9 593
12 10 828
12 11 631
12 12 212
12 13 623
12 14 493
12 15 500
12 16 528
12 17 655
13 0 1840
13 1 962
13 2 1840
13 3 1659
13 4 2089
13 5 1320
13 6 1690
13 7 2131
13 8 1158
13 9 1405
13 10 1798
13 11 1974
13 12 735
13 13 1909
13 14 1512
13 15 1713
13 16 1220
13 17 2195
14 0 1535
14 1 931
14 2 958
14 3 1557
14 4 1730
14 5 1277
14 6 1522
14 7 1080
14 8 1070
14 9 1339
14 10 1064
14 11 630
14 12 471
14 13 1346
14 14 445
14 15 1610
14 16 1294
14 17 1027
15 0 2594
15 1 1087
15 2 1179
15 3 2562
15 4 2353
15 5 1794
15 6 1353
15 7 1993
15 8 1166
15 9 1773
15 10 2581
15 11 1949
15 12 681
15 13 1526
15 14 1597
15 15 1807
15 16 1600
15 17 1671
16 0 1793
16 1 925
16 2 1454
16 3 1689
16 4 2303
16 5 950
16 6 1238
16 7 1843
16 8 940
16 9 1386
16 10 1834
16 11 1314
16 12 230
16 13 1447
16 14 1175
16 15 1738
16 16 1093
16 17 1501
17 0 1813
17 1 1288
17 2 1387
17 3 1894
17 4 1612
17 5 1508
17 6 1988
17 7 1492
17 8 1411
17 9 1609
17 10 2504
17 11 1519
17 12 687
17 13 1533
17 14 1134
17 15 1552
17 16 1374
17 17 2376
#Chi tiet cac cum
658.550410465049
35
1 31.888351808928306 8.991426542026918 0.0
19 31.018911422346186 4.669737529487223 0.0
24 35.528414828807165 5.116062485203493 0.0
49 34.598306031383295 6.623918441362068 0.0
60 31.261035356027694 7.89431488325293 0.0
61 31.915502987931834 7.711097723936465 0.0
105 31.645110524938524 6.288693040656066 0.0
106 31.74931972770969 6.718180002399873 0.0
125 38.48261137492504 0.19837148855919057 0.0
133 38.63998903675354 2.5971829962570503 0.0
184 38.556556199252725 3.0982628349166026 0.0
185 38.91672771597272 3.9714332105776062 0.0
189 35.76987354144413 9.384057731890207 0.0
250 37.7734230063661 3.234317215125016 0.0
253 32.10814041524931 4.940539350672027 0.0
259 34.679655535163924 3.697809721949004 0.0
271 33.74735291884353 6.75930588168238 0.0
278 33.97979738494005 10.873268155378657 0.0
309 37.32141079702611 7.052246250440713 0.0
327 36.14849398998863 4.2835114301534825 0.0
328 36.70240354707667 4.324171222849467 0.0
332 33.76578558403763 4.770061545012412 0.0
347 32.178207950358384 7.358283530751114 0.0
348 32.0690386097561 7.7378316546130215 0.0
363 38.584485696142856 4.039846745695432 0.0
365 38.17563976792331 1.7825076526194634 0.0
371 38.48975107533651 8.99074609724081 0.0
395 36.17018562720736 10.799509113866483 0.0
396 36.741337533702655 10.069134842246822 0.0
408 38.19560679255582 5.683407436670617 0.0
409 36.867970757244684 6.379827515328755 0.0
438 37.03119522600111 1.2519530619101247 0.0
468 35.6770896749724 2.0581651411378132 0.0
471 35.600674414364 1.1381120595241871 0.0
486 39.37339664087286 8.256943186914466 0.0
4.732598597488731
19
0 0.05090891282905591 39.27922633831464 0.0
21 7.672563376598218 34.13535440907976 0.0
77 2.2262931372506647 34.5019352510016 0.0
86 0.7610880715684732 37.91523639521805 0.0
96 1.2403697896839128 39.19217955599061 0.0
119 4.802542851320949 32.82884177541677 0.0
160 4.363060359143165 33.29989969558807 0.0
161 4.277701811410197 33.92254902107091 0.0
186 5.427663129528753 33.14833755422029 0.0
235 0.9161086354289352 39.714233154809286 0.0
249 2.000424063496781 36.5638143193773 0.0
255 6.182916612158086 34.41538790881373 0.0
282 6.358994866939721 35.17362805831345 0.0
296 0.5385204038094769 38.99295117613718 0.0
316 1.3579556562123447 36.40243777993929 0.0
427 5.696241161511369 39.128866598079505 0.0
