#He so k la
3.0
#Number of Nodes
17
# list of nodes
#x #y #z
36.177910616133154 4.321104480335271 0.0
8.408830354095477 36.23530184779133 0.0
3.532358492919928 3.6657889050772683 0.0
36.40011926476087 34.775780140488166 0.0
20.025006231987177 13.113044763728205 0.0
3.500677212698773 19.679008307426628 0.0
22.919880086013436 35.023299374316636 0.0
35.90614719447066 20.49455253638305 0.0
21.496176972360153 22.607201219302034 0.0
13.605902236549648 28.73161417866225 0.0
23.640170403198976 4.492888703826384 0.0
13.421086358764699 18.624216912738873 0.0
14.01329023235318 5.161705850730395 0.0
29.141578495824078 25.268349572455847 0.0
28.984440460195298 12.476588421974082 0.0
5.844635154050957 11.398463665066663 0.0
4.2369539352610674 28.597015902748286 0.0
#nguong BER
0.001
#Ma tran yeu cau D
#source_index dest_index bw don vi Mbps
0 0 1329
0 1 1759
0 2 1287
0 3 1127
0 4 1215
0 5 1413
0 6 1976
0 7 1592
0 8 1841
0 9 1031
0 10 1285
0 11 1540
0 12 1593
0 13 1294
0 14 1363
0 15 1084
0 16 1621
1 0 1957
1 1 3081
1 2 1616
1 3 1879
1 4 2022
1 5 2259
1 6 3343
1 7 2612
1 8 2335
1 9 1937
1 10 2140
1 11 1655
1 12 2101
1 13 2310
1 14 2255
1 15 2410
1 16 2143
2 0 1058
2 1 1277
2 2 961
2 3 1256
2 4 1404
2 5 931
2 6 1673
2 7 1165
2 8 1773
2 9 1420
2 10 1189
2 11 1361
2 12 1788
2 13 1220
2 14 1405
2 15 1010
2 16 1437
3 0 1580
3 1 2185
3 2 1072
3 3 1747
3 4 1384
3 5 1402
3 6 2371
3 7 2175
3 8 2521
3 9 1077
3 10 1913
3 11 1554
3 12 1661
3 13 1206
3 14 1849
3 15 1947
3 16 1307
4 0 1259
4 1 2234
4 2 969
4 3 2076
4 4 1683
4 5 1750
4 6 2121
4 7 1797
4 8 2022
4 9 1726
4 10 1146
4 11 1105
4 12 1789
4 13 1543
4 14 1712
4 15 1529
4 16 2131
5 0 1213
5 1 1981
5 2 1180
5 3 2204
5 4 1684
5 5 1461
5 6 1931
5 7 1354
5 8 2175
5 9 1539
5 10 1769
5 11 1116
5 12 1904
5 13 1600
5 14 2087
5 15 1462
5 16 1461
6 0 1868
6 1 3224
6 2 2268
6 3 2469
6 4 1669
6 5 1811
6 6 3681
6 7 2722
6 8 2687
6 9 2725
6 10 2319
6 11 2345
6 12 2674
6 13 2323
6 14 2068
6 15 2812
6 16 2496
7 0 1491
7 1 2726
7 2 1763
7 3 1690
7 4 1863
7 5 2485
7 6 2280
7 7 1899
7 8 1921
7 9 1704
7 10 1854
7 11 2199
7 12 2179
7 13 1895
7 14 1237
7 15 1441
7 16 1714
8 0 1504
8 1 2902
8 2 1658
8 3 1876
8 4 1907
8 5 1916
8 6 2919
8 7 2382
8 8 2315
8 9 1477
8 10 1608
8 11 2045
8 12 2842
8 13 2086
8 14 1538
8 15 1661
8 16 1706
9 0 1864
9 1 2513
9 2 830
9 3 1181
9 4 1299
9 5 1307
9 6 2140
9 7 1615
9 8 1519
9 9 1492
9 10 1248
9 11 834
9 12 1889
9 13 1542
9 14 1458
9 15 1752
9 16 1018
10 0 1112
10 1 2182
10 2 1374
10 3 1568
10 4 1881
10 5 1932
10 6 2669
10 7 1813
10 8 2245
10 9 1305
10 10 1519
10 11 1582
10 12 1456
10 13 1572
10 14 1491
10 15 1362
10 16 991
11 0 1473
11 1 1851
11 2 1165
11 3 1609
11 4 1476
11 5 1627
11 6 2806
11 7 2026
11 8 1265
11 9 1548
11 10 1671
11 11 1310
11 12 1630
11 13 1365
11 14 1417
11 15 960
11 16 1066
12 0 1504
12 1 2134
12 2 1388
12 3 1603
12 4 2598
12 5 2067
12 6 2715
12 7 2008
12 8 2034
12 9 1694
12 10 1828
12 11 1791
12 12 2291
12 13 2033
12 14 1573
12 15 1512
12 16 1946
13 0 1377
13 1 1736
13 2 915
13 3 1737
13 4 1389
13 5 1410
13 6 2404
13 7 2002
13 8 2024
