#He so k la
3.0
#Number of Nodes
15
# list of nodes
#x #y #z
18.85938922842523 32.98312512557464 0.0
13.52806269222523 4.255742037942014 0.0
4.545033478874918 15.991588936296182 0.0
35.32647346427303 7.324044379851273 0.0
34.844174968737995 19.87653083455991 0.0
5.568258192014243 35.05183833552517 0.0
25.026894047978978 19.009211926684692 0.0
37.01350455424662 30.058119354980477 0.0
14.41396271309202 21.48234096702965 0.0
5.5572185038669595 5.635781501225057 0.0
17.69416057147736 11.60882915381977 0.0
25.451310202880016 4.847441748514589 0.0
30.245560547864095 36.62140896113212 0.0
5.538040767734574 26.49405959741051 0.0
27.84588112246674 27.344980238267798 0.0
#nguong BER
0.001
#Ma tran yeu cau D
#source_index dest_index bw don vi Mbps
0 0 2122
0 1 1630
0 2 1729
0 3 2285
0 4 2399
0 5 2190
0 6 2149
0 7 1705
0 8 1846
0 9 2688
0 10 2492
0 11 1634
0 12 1210
0 13 2025
0 14 2108
1 0 1172
1 1 1552
1 2 1615
1 3 2238
1 4 1817
1 5 2164
1 6 2028
1 7 909
1 8 2207
1 9 2209
1 10 1900
1 11 1754
1 12 1863
1 13 1794
1 14 1675
2 0 2070
2 1 1636
2 2 1908
2 3 2019
2 4 1438
2 5 1986
2 6 1671
2 7 1177
2 8 2105
2 9 2050
2 10 2195
2 11 1663
2 12 1926
2 13 1995
2 14 1731
3 0 2865
3 1 1872
3 2 2554
3 3 3057
3 4 2026
3 5 2956
3 6 3051
3 7 1802
3 8 2769
3 9 2974
3 10 3149
3 11 2562
3 12 1846
3 13 3107
3 14 2774
4 0 1990
4 1 1295
4 2 1355
4 3 2275
4 4 1617
4 5 1932
4 6 2218
4 7 1319
4 8 1981
4 9 2017
4 10 1788
4 11 1468
4 12 1233
4 13 2263
4 14 2353
5 0 2137
5 1 2420
5 2 2330
5 3 2949
5 4 2178
5 5 3575
5 6 2568
5 7 1672
5 8 2665
5 9 3026
5 10 2393
5 11 2511
5 12 1853
5 13 2895
5 14 2094
6 0 2181
6 1 2372
6 2 2183
6 3 3362
6 4 2230
6 5 2945
6 6 2926
6 7 1317
6 8 2217
6 9 2987
6 10 2743
6 11 2124
6 12 1397
6 13 2623
6 14 2452
7 0 1383
7 1 1260
7 2 1184
7 3 1682
7 4 1194
7 5 1629
7 6 1752
7 7 1227
7 8 1497
7 9 1460
7 10 1765
7 11 1555
7 12 1134
7 13 2159
7 14 1925
8 0 2586
8 1 2100
8 2 1539
8 3 2447
8 4 2042
8 5 2521
8 6 2332
8 7 1608
8 8 2101
8 9 2114
8 10 2337
8 11 2197
8 12 1199
8 13 2496
8 14 1720
9 0 2455
9 1 2313
9 2 1725
9 3 3227
9 4 1569
9 5 2761
9 6 3156
9 7 2016
9 8 2283
9 9 3175
9 10 2623
9 11 2773
9 12 1940
9 13 2247
9 14 2388
10 0 2117
10 1 2036
10 2 1812
10 3 3281
10 4 1891
10 5 2813
10 6 2793
10 7 1879
10 8 2667
10 9 2866
10 10 2527
10 11 2167
10 12 1601
10 13 2091
10 14 2911
11 0 1946
11 1 1683
11 2 1995
11 3 2976
11 4 1655
11 5 3325
11 6 1821
11 7 1386
11 8 1415
11 9 2037
11 10 2155
11 11 2458
11 12 1338
11 13 2641
11 14 2068
12 0 1135
12 1 1114
12 2 1544
12 3 1940
12 4 1158
12 5 1747
12 6 2341
12 7 1207
12 8 1694
12 9 1888
12 10 1751
12 11 1649
12 12 1627
12 13 1775
12 14 1611
13 0 2010
13 1 1784
13 2 1931
13 3 3217
13 4 1848
13 5 3010
13 6 2851
13 7 1710
13 8 2038
13 9 2932
13 10 2957
13 11 2496
13 12 2364
13 13 2102
13 14 2226
14 0 2337
14 1 2141
14 2 2328
14 3 2562
14 4 2019
14 5 1936
14 6 2395
14 7 1913
14 8 1784
14 9 2516
14 10 2003
14 11 2127
14 12 1553
14 13 2611
14 14 2129
#Chi tiet cac cum
6.5763673830142775
30
3 17.364174590206968 34.115901117621135 0.0
9 21.67046309980463 31.465270154837828 0.0
13 14.264011410668006 33.659145294610255 0.0
29 18.897643768918602 36.3385915818945 0.0
31 19.700365386978966 37.13674612931279 0.0
41 15.669387864993013 33.3729267121319 0.0
64 16.895444653346377 34.77605509945625 0.0
74 20.49446415729751 29.207620961062283 0.0
80 17.79333905642928 28.356440000669675 0.0
105 16.962912736863867 35.00620534416769 0.0
113 20.887395575531443 30.599871763685776 0.0
119 19.428391318193977 39.31426143854784 0.0
130 17.71956328532556 39.459961141393705 0.0
147 22.046346012812176 34.29173402466878 0.0
148 20.004735465245947 31.32098549027832 0.0
169 17.5601035831256 38.23868144291035 0.0
185 22.15994570578608 35.05279207825183 0.0
222 22.101008171224358 32.822328815023944 0.0
231 15.269109268897752 31.234653819374472 0.0
234 19.547568996978654 28.734427372719733 0.0
297 22.079422498137532 38.033927861507756 0.0
316 17.871193788850505 26.971564653268373 0.0
317 22.566845123323066 30.379512995513476 0.0
358 22.47747942082409 31.56602851477522 0.0
375 18.061798364786867 29.242444107775 0.0
385 13.948630325354305 31.183666884473524 0.0
395 23.46119098317931 34.54328506411189 0.0
445 14.312860189738482 29.322243240483747 0.0
446 14.570187931178577 29.19586247235547 0.0
466 19.995694118755416 34.550618190355706 0.0
4.865788418513585
27
24 12.359768736955711 7.664325376674688 0.0
25 12.592344095801312 7.520075888451177 0.0
42 11.97488386691469 2.5203339929697908 0.0
57 17.522882259979788 4.186995506024829 0.0
86 11.00904917125381 5.451402472121487 0.0
133 13.196795196595376 1.6157564695438937 0.0
144 12.504573007379893 2.7311432452086484 0.0
158 16.466410762438827 3.5020666466521857 0.0
165 9.738604868367165 2.1233870608038883 0.0
178 15.54515700049755 3.7594234954257684 0.0
198 9.884596026396542 1.0306765209740076 0.0
219 10.947444167747433 0.8456109196297275 0.0
242 12.622319490560598 0.3643373314507695 0.0
323 13.763162568657652 2.8332215421464944 0.0
326 13.187936300168802 8.143292998094191 0.0
341 14.807800375700586 6.748179643670989 0.0
352 16.270386361260602 2.575324580329312 0.0
380 14.768425514976126 7.180354402026853 0.0
381 14.843398095589489 7.961746884292252 0.0
386 9.954620150706543 4.112292294474227 0.0
402 13.667675596953156 6.596718466988278 0.0
428 14.259415708920885 2.3431306675907275 0.0
429 16.923122588552246 4.03573829319972 0.0
448 15.776190213474138 2.6294901852788755 0.0
449 13.183299626813229 5.337920088704169 0.0
460 14.98140027618162 5.026752730184444 0.0
461 12.506030661237581 6.065337321523009 0.0
5.8408360474691445
28
7 3.361671355382289 13.811160813356999 0.0
17 6.964711117428039 17.57045680007036 0.0
90 8.541550382305152 11.75648012363673 0.0
108 4.235753929714988 20.471794920962154 0.0
124 3.478765251077787 17.791457435543375 0.0
128 4.665546436275351 13.873390824269533 0.0
134 3.4883283657433304 14.694290388357597 0.0
146 5.5700136380071275 13.362206644695927 0.0
151 9.821594273337764 14.46555755694968 0.0
179 3.418960574434858 11.825433676139175 0.0
191 2.2206524272744463 20.93159768921302 0.0
196 3.7890889967024037 19.064291905215317 0.0
197 4.719310201618839 15.004380264601275 0.0
208 2.553988118769208 12.44551804711751 0.0
221 5.440735762310653 11.085318956239174 0.0
226 9.102347445495646 12.338336256415056 0.0
237 5.8202812767610235 19.85654221217515 0.0
263 2.0974525038533613 18.834584467090128 0.0
294 4.464757113636351 17.363687847434043 0.0
331 4.692027013594014 18.810428629347346 0.0
354 3.8502436615136157 17.295663337492602 0.0
356 0.6202684361974778 17.40323749654813 0.0
367 2.7556453942150587 14.553898458823555 0.0
368 6.386374379482395 14.002070500972703 0.0
370 4.435410496104959 19.3706188490956 0.0
376 6.766091877735955 18.12452374974875 0.0
401 2.678126221543564 15.858053842990351 0.0
415 1.3212407579820302 15.79950852179189 0.0
613.6282507474268
39
0 31.86544011050214 8.15680314864279 0.0
19 33.11568920939354 12.276260730811645 0.0
20 33.734718445586516 12.681812321338446 0.0
33 39.25762181856706 1.798517740875854 0.0
49 31.320398868599124 11.125309592428902 0.0
50 36.27667447554725 1.2185255368552976 0.0
89 31.573023146398796 10.491577356705113 0.0
91 34.88079835095877 7.816738563990838 0.0
126 39.71636198746026 5.080842463663334 0.0
142 35.258003418657786 6.393993171999395 0.0
168 36.58751968529941 12.680439928205313 0.0
211 31.911315479032833 3.5536275364750027 0.0
224 35.746354612467634 1.5062476398813966 0.0
241 34.85816665654582 3.63577616177757 0.0
270 32.89839562379406 5.9714322211102875 0.0
272 39.08988618327519 1.1370154682555276 0.0
282 32.878329523913536 9.93063695937944 0.0
284 39.06879281929344 13.239487991664497 0.0
292 35.13808079896266 10.31872094618274 0.0
301 33.279865943477176 3.843009597314244 0.0
311 37.5870643084489 7.949048408435772 0.0
320 36.62015283056318 2.311196150509279 0.0
328 35.16268897626589 13.16477043685983 0.0
332 33.70306313137167 4.772446152620895 0.0
339 33.716543401528014 8.606804320162777 0.0
347 32.90555355951541 7.747537457829147 0.0
353 37.73732867725487 6.554422002881536 0.0
355 36.695014694069776 9.203343638873715 0.0
365 36.05800279205236 5.679741702910094 0.0
372 38.89972422741497 8.623879995428593 0.0
397 38.158295173516876 5.42223480902787 0.0
399 38.80186188630706 5.8915480096843496 0.0
400 34.90872426921869 11.158243004129211 0.0
416 30.30331984775455 9.1927516303518 0.0
432 32.02709652518973 3.0036992551457486 0.0
442 39.717459533692235 9.05179973490023 0.0
443 39.785602163981814 9.884421909148308 0.0
447 34.99535685672891 8.914560398872608 0.0
455 31.494175094040905 5.648506718870228 0.0
6.575425124381046
27
8 33.12234472091391 24.751510462619105 0.0
71 31.342327015097528 19.392707657940225 0.0
88 30.84786152491943 20.24283236211285 0.0
194 34.10322367794216 22.120374122558285 0.0
199 35.91346214235639 17.812452329698495 0.0
213 34.565707993426614 14.848961080516693 0.0
220 38.286497481470064 20.557221224410174 0.0
225 37.75207418594139 13.979045123773544 0.0
229 34.70529603281889 23.89654929681407 0.0
245 39.1038015775938 18.772090645645072 0.0
246 39.68487528905667 18.455013362873576 0.0
248 33.62920529915965 18.366597680786867 0.0
260 38.11539173483832 21.97107754146791 0.0
276 35.82943234017844 19.013169746966316 0.0
279 36.505423067772725 15.081676619321486 0.0
299 36.18811229883001 23.530086014615478 0.0
307 34.732434723178706 21.21224137621876 0.0
309 31.30315900107983 21.79571468923418 0.0
312 35.51468290314675 18.63425843868593 0.0
344 34.3310947542601 18.708817044598906 0.0
346 31.814739790716175 20.46037227771622 0.0
360 37.602695410319065 18.661238966314134 0.0
361 33.34337712179157 23.194611077698646 0.0
378 33.21038049850528 15.845631485630276 0.0
412 32.647234646554665 21.264028282114996 0.0
444 33.89814480900716 21.45940770647772 0.0
457 32.699744115050564 22.638645916307553 0.0
636.2992583164825
37
27 2.3392112605908513 37.090123989292394 0.0
30 6.886621131080003 37.933713680143626 0.0
34 10.181756857535797 37.49151112038543 0.0
47 1.464080018930709 32.10490546793129 0.0
48 1.5579119066280636 32.35794584952032 0.0
60 8.89428080987931 30.972494581193942 0.0
76 2.089813282590295 34.649652135697096 0.0
78 0.4262808292567581 33.94358634739936 0.0
94 3.140787448056444 34.931634392760024 0.0
95 3.6781181110264383 34.190484419478466 0.0
98 9.021668983778497 39.10419701646456 0.0
100 8.289978637408387 31.991588357299158 0.0
102 5.122050128314717 35.84698271535236 0.0
116 2.367086315226475 35.45037648030065 0.0
138 7.269907375323667 31.443820469393675 0.0
139 7.77478055539239 31.75004240504147 0.0
141 5.239345922813465 34.335345086153644 0.0
154 4.644002739684954 33.631070495679566 0.0
156 10.02607359364689 32.34200476203274 0.0
157 10.871990888487412 32.84611493200241 0.0
189 2.0648743532771383 33.76423828250306 0.0
215 11.932222771672569 33.90278458734626 0.0
227 2.4551878689826987 36.845876188486265 0.0
228 2.9794538969883577 36.35893231641252 0.0
313 6.801114031012791 32.99061425297287 0.0
325 11.799231023098136 34.36179453038929 0.0
330 0.6888867251622381 39.88443778071616 0.0
340 0.2766746104911119 37.47511669827284 0.0
393 1.5477736686011303 37.31757725293545 0.0
410 7.950472719305034 32.44054633649935 0.0
421 2.700382598352377 33.016471128458356 0.0
431 6.685528075398491 39.19468190765158 0.0
437 10.107754694353618 39.874692093146535 0.0
450 9.712105053019961 34.70814784788079 0.0
456 7.278927001616847 35.44766431609283 0.0
465 6.435685932450048 36.08788358569339 0.0
470 3.323531285092908 38.83896460545184 0.0
634.970616434831
36
