#He so k la
3.0
#Number of Nodes
19
# list of nodes
#x #y #z
36.08013254789003 16.088270971898837 0.0
3.351386077987344 34.374974010181056 0.0
4.273262237152363 5.396699014208468 0.0
34.22009264026547 35.792493501092395 0.0
14.415334014090199 17.097697476853597 0.0
12.574831770814992 7.029523443577042 0.0
5.991341397355866 15.960031400298107 0.0
36.5780844247313 6.5906087248705845 0.0
29.746587757740873 21.78801208914179 0.0
13.553597389708093 37.348584754506255 0.0
34.55585793910949 27.003769159212634 0.0
19.95975900927023 2.9725930960338434 0.0
14.401823438774114 29.574861512943237 0.0
25.526261126714328 30.353797839576572 0.0
5.30615763070605 23.40259302145158 0.0
22.588256806310635 11.806629270367745 0.0
24.74268327941825 37.50439668004712 0.0
21.207169653157262 20.803130185011295 0.0
28.680101659229784 5.252311119057049 0.0
#nguong BER
0.001
#Ma tran yeu cau D
#source_index dest_index bw don vi Mbps
0 0 2396
0 1 1944
0 2 2102
0 3 1687
0 4 1227
0 5 2383
0 6 1294
0 7 1470
0 8 1428
0 9 1336
0 10 1668
0 11 1228
0 12 1800
0 13 1776
0 14 2186
0 15 2162
0 16 628
0 17 1968
0 18 2192
1 0 2638
1 1 1880
1 2 2232
1 3 2058
1 4 1475
1 5 1546
1 6 1666
1 7 1320
1 8 1364
1 9 956
1 10 931
1 11 949
1 12 1231
1 13 1715
1 14 1961
1 15 2038
1 16 1275
1 17 1764
1 18 1369
2 0 2156
2 1 1864
2 2 1929
2 3 1574
2 4 1723
2 5 2287
2 6 1524
2 7 1576
2 8 1560
2 9 1460
2 10 1517
2 11 1213
2 12 1342
2 13 1409
2 14 1869
2 15 1909
2 16 993
2 17 1624
2 18 1841
3 0 2509
3 1 1745
3 2 1800
3 3 1207
3 4 709
3 5 1934
3 6 1237
3 7 1764
3 8 1283
3 9 1202
3 10 2060
3 11 1252
3 12 1025
3 13 1376
3 14 1974
3 15 1720
3 16 1342
3 17 1436
3 18 1434
4 0 1182
4 1 1469
4 2 929
4 3 793
4 4 617
4 5 1052
4 6 1309
4 7 1206
4 8 981
4 9 370
4 10 788
4 11 632
4 12 840
4 13 1061
4 14 934
4 15 1034
4 16 715
4 17 1006
4 18 1227
5 0 2352
5 1 1657
5 2 1607
5 3 2540
5 4 1212
5 5 2469
5 6 2077
5 7 1740
5 8 1894
5 9 1435
5 10 1903
5 11 925
5 12 1456
5 13 1882
5 14 1934
5 15 2518
5 16 1078
5 17 1627
5 18 2099
6 0 1446
6 1 1028
6 2 1403
6 3 1611
6 4 856
6 5 1777
6 6 1005
6 7 1224
6 8 1503
6 9 889
6 10 1443
6 11 651
6 12 1230
6 13 1048
6 14 1402
6 15 1158
6 16 825
6 17 1298
6 18 1245
7 0 1680
7 1 1208
7 2 1658
7 3 1439
7 4 1098
7 5 2140
7 6 1229
7 7 1854
7 8 1129
7 9 814
7 10 1043
7 11 1068
7 12 1514
7 13 1399
7 14 1535
7 15 1662
7 16 978
7 17 1321
7 18 1574
8 0 1606
8 1 1545
8 2 1506
8 3 1184
8 4 1046
8 5 1767
8 6 1083
8 7 1700
8 8 1290
8 9 619
8 10 1246
8 11 895
8 12 1143
8 13 1156
8 14 1667
8 15 1488
8 16 1061
8 17 1015
8 18 866
9 0 1398
9 1 1194
9 2 1464
9 3 1004
9 4 719
9 5 975
9 6 993
9 7 832
9 8 874
9 9 605
9 10 901
9 11 615
9 12 737
9 13 971
9 14 929
9 15 1220
9 16 736
9 17 849
9 18 1273
10 0 1589
10 1 1381
10 2 1379
10 3 1598
10 4 1061
10 5 2187
10 6 955
10 7 877
10 8 1272
10 9 820
10 10 1111
10 11 891
10 12 1049
10 13 1284
10 14 1496
10 15 1383
10 16 896
10 17 1539
10 18 1699
11 0 1156
11 1 1041
11 2 1125
11 3 1105
11 4 550
11 5 1455
11 6 684
11 7 948
11 8 795
11 9 777
11 10 851
11 11 506
11 12 1320
11 13 937
11 14 1253
11 15 760
11 16 472
11 17 761
11 18 780
12 0 1044
12 1 1349
12 2 1578
12 3 1053
12 4 490
12 5 1829
12 6 1176
12 7 1259
12 8 1219
12 9 663
12 10 1144
12 11 427
12 12 1131
12 13 1455
12 14 1052
12 15 1850
12 16 922
12 17 1072
12 18 1652
13 0 1960
13 1 1346
13 2 1644
13 3 2068
13 4 696
13 5 1234
13 6 1111
13 7 1692
13 8 1050
13 9 1207
13 10 1132
13 11 1079
13 12 1265
13 13 1265
13 14 1427
13 15 2049
13 16 1149
13 17 1290
13 18 1165
14 0 2413
14 1 2817
14 2 2044
14 3 1641
14 4 1276
14 5 1833
14 6 1093
14 7 1512
14 8 1436
14 9 1203
14 10 1511
14 11 1005
14 12 1408
14 13 1120
14 14 1639
14 15 2158
14 16 972
14 17 1452
14 18 1648
15 0 1847
15 1 2245
15 2 1996
15 3 1743
15 4 845
15 5 2366
15 6 1285
15 7 1704
15 8 1706
15 9 1397
15 10 2027
15 11 846
15 12 1404
15 13 1987
15 14 2580
15 15 1902
15 16 1085
15 17 1332
15 18 2086
16 0 1025
16 1 1173
16 2 1142
16 3 865
16 4 789
16 5 1142
16 6 757
16 7 1133
16 8 817
16 9 621
16 10 733
16 11 899
16 12 636
16 13 807
16 14 1064
16 15 1395
16 16 909
16 17 984
16 18 1064
17 0 1515
17 1 1629
17 2 1566
17 3 1938
17 4 939
17 5 1458
17 6 885
17 7 1188
17 8 1429
17 9 917
17 10 1710
17 11 1134
17 12 934
17 13 1263
17 14 1620
17 15 1696
17 16 667
17 17 1524
17 18 1455
18 0 1561
18 1 1819
18 2 1901
18 3 1750
18 4 1077
18 5 2132
18 6 1188
18 7 1479
18 8 1056
18 9 729
18 10 1121
18 11 877
18 12 1832
18 13 1868
18 14 1752
18 15 1967
18 16 1407
18 17 1247
18 18 1402
#Chi tiet cac cum
625.1231740489359
33
15 33.321683139818894 12.999027899890619 0.0
34 32.428217231806975 15.431184294989654 0.0
39 31.590593059628826 11.858117708863276 0.0
48 38.38880473421472 12.010094383001787 0.0
58 38.504981783631266 16.36630587502104 0.0
137 37.21234390402216 15.130596326359065 0.0
153 39.151334025960246 16.37882837940107 0.0
174 36.45030274720521 20.666635430037257 0.0
193 35.84467930399845 17.413284918068396 0.0
194 35.99360504463664 17.99284444128133 0.0
218 38.35047208396732 20.978796770288845 0.0
233 36.84335726821942 14.15134675379894 0.0
238 39.763547679418096 18.828104077873267 0.0
240 37.22900263706722 21.416597192180856 0.0
241 33.08909509683618 18.391000522218665 0.0
272 39.86166292103546 13.077986832057178 0.0
274 33.30226462344003 17.20476448463553 0.0
289 37.75098064547465 11.656658341739803 0.0
314 39.56064883861436 12.21747174619734 0.0
325 38.73332482326413 11.926882783721764 0.0
346 37.86347506201089 18.812552309445927 0.0
352 31.88974645692104 15.450881093866414 0.0
365 36.18152371271438 17.47280405405559 0.0
382 35.11711492009514 20.233555573591374 0.0
395 37.811069400704575 17.315810907597015 0.0
396 37.86554180176951 17.555010495045714 0.0
399 30.68021620337495 16.21356173726386 0.0
402 34.13574473951772 11.805975899976083 0.0
404 35.335443691031344 15.156538635455579 0.0
437 32.349662770634666 13.215242907594433 0.0
438 32.609759237445665 13.782389788478781 0.0
460 36.647548625460246 19.745717569901533 0.0
468 38.78662586643057 18.056371938763622 0.0
6.020457308789868
30
12 0.7220925575985011 34.56149327654841 0.0
28 2.580178947935116 37.28106499241236 0.0
61 2.4708721459012515 34.37598637216909 0.0
115 0.21285296179058572 39.51263068277972 0.0
116 3.367620028012907 37.549402006827115 0.0
125 7.0945244786644315 31.50678194926956 0.0
140 2.8533614364304816 38.02581896521537 0.0
197 1.0762917872278464 36.48047645269992 0.0
198 1.5747237446419668 36.296524055285 0.0
230 6.404063311621886 34.03396336318794 0.0
231 6.894753521814478 34.69427221730655 0.0
242 3.5748535193316786 32.820727943017154 0.0
256 0.8078625321211477 29.523654445776884 0.0
259 2.9466703511139647 37.79166250316043 0.0
276 1.0860205262959837 29.31286026111089 0.0
296 0.022092759228049708 31.773603566196712 0.0
304 6.314745551429853 32.39937695626358 0.0
305 2.777252151448536 31.502257384402768 0.0
332 3.337761928970846 29.775321984632633 0.0
333 2.5042372524106025 35.170003274991544 0.0
347 1.0861994822946908 33.38288957182094 0.0
384 0.9219818032049653 39.41851543042553 0.0
388 5.885694928878032 31.38952350833348 0.0
412 7.941748081368251 32.897425660205236 0.0
418 0.5242010985529888 30.09019377309812 0.0
430 6.003561130267599 39.322169352990024 0.0
436 5.67581436017051 30.812630213604344 0.0
458 7.418391647533044 35.771249458175625 0.0
474 2.29550411589697 36.289938439284704 0.0
479 4.165654197463152 37.486802244239904 0.0
6.365294624046114
31
7 1.5604166098788534 7.800702415451751 0.0
38 4.354506736920614 0.5707732848843918 0.0
43 6.605092886413528 2.5126599712585147 0.0
93 5.117908283260488 1.7237892659301222 0.0
101 7.076672946101173 7.453735320356543 0.0
138 5.793692935906011 3.4520093363822144 0.0
147 2.7684120522072853 3.4284677151839125 0.0
165 8.399669865239092 1.7041122946614449 0.0
180 5.82427443750715 2.6505401946473772 0.0
204 5.847470348852801 0.5065018594440144 0.0
205 6.75422055307336 6.73888445797626 0.0
224 5.960579396387029 7.758252448346079 0.0
227 4.28112999954046 8.398791531951904 0.0
228 4.682862329455723 8.101878955455891 0.0
235 2.0463043293553604 7.3480159563428735 0.0
257 1.1549903998008961 8.762146048582277 0.0
265 4.943762329619597 9.773582593298954 0.0
269 0.4205910130227115 8.279088139774476 0.0
273 6.9177924999701155 4.717740232625175 0.0
275 4.6700815695664755 5.567272302662026 0.0
319 1.5690335988306365 5.341535771657787 0.0
326 5.262342089682392 8.088625300317666 0.0
327 5.595159613655822 8.932563421783602 0.0
