#He so k la
3.0
#Number of Nodes
15
# list of nodes
#x #y #z
14.531765955234237 20.968595218827996 0.0
36.73899865065436 4.7614096149129335 0.0
36.121112387479535 32.23149410493236 0.0
6.830107427536736 4.1540159348214685 0.0
25.73861163442827 16.106337021200595 0.0
5.840354299031976 34.872177030437896 0.0
23.775102203581575 27.649515725269232 0.0
5.719571447360066 12.876399391146899 0.0
17.192930822332677 6.828860835706651 0.0
4.741537612535664 26.33417230563332 0.0
34.9191672647135 13.733849329230404 0.0
27.65212714196174 5.455657507590877 0.0
34.990378299717655 23.395791414195934 0.0
16.145957637891048 34.94442176031708 0.0
29.630092683109556 36.76915129204103 0.0
#nguong BER
0.001
#Ma tran yeu cau D
#source_index dest_index bw don vi Mbps
0 0 3147
0 1 1736
0 2 2364
0 3 2705
0 4 3617
0 5 1969
0 6 2834
0 7 4245
0 8 3832
0 9 1690
0 10 2684
0 11 2646
0 12 2354
0 13 3411
0 14 1462
1 0 1718
1 1 1022
1 2 1339
1 3 1876
1 4 1382
1 5 1623
1 6 1430
1 7 2212
1 8 1980
1 9 1454
1 10 1291
1 11 850
1 12 1295
1 13 2199
1 14 818
2 0 2643
2 1 1050
2 2 1471
2 3 2090
2 4 1866
2 5 1532
2 6 1179
2 7 2553
2 8 1772
2 9 800
2 10 2066
2 11 1998
2 12 1465
2 13 1885
2 14 1242
3 0 3264
3 1 1478
3 2 2230
3 3 2886
3 4 3205
3 5 2636
3 6 2050
3 7 3969
3 8 3022
3 9 1981
3 10 1811
3 11 1183
3 12 2708
3 13 2574
3 14 1674
4 0 3134
4 1 1976
4 2 1760
4 3 3216
4 4 2997
4 5 2063
4 6 2287
4 7 2495
4 8 3777
4 9 1809
4 10 2502
4 11 2653
4 12 2089
4 13 2992
4 14 1914
5 0 2929
5 1 1074
5 2 1464
5 3 2074
5 4 2658
5 5 1868
5 6 1258
5 7 2499
5 8 2625
5 9 1519
5 10 1720
5 11 1816
5 12 1520
5 13 2234
5 14 1471
6 0 2357
6 1 1357
6 2 1595
6 3 1948
6 4 1735
6 5 1939
6 6 1065
6 7 2119
6 8 2030
6 9 1698
6 10 1496
6 11 1764
6 12 1380
6 13 2352
6 14 1732
7 0 2953
7 1 1996
7 2 3073
7 3 3509
7 4 3881
7 5 2935
7 6 2151
7 7 3967
7 8 3458
7 9 2057
