#He so k la
3.0
#Number of Nodes
4
# list of nodes
#x #y #z
15.265258339406227 14.98301518735425 0.0
5.377016003460733 15.155078115576263 0.0
16.4991985333584 3.6873533220405323 0.0
7.11354910458882 5.807333842841524 0.0
#nguong BER
0.001
#Ma tran yeu cau D
#source_index dest_index bw don vi Mbps
0 0 10268
0 1 4370
0 2 3861
0 3 3957
1 0 4994
1 1 13928
1 2 2723
1 3 5362
2 0 3282
2 1 2486
2 2 9157
2 3 3859
3 0 3813
3 1 5459
3 2 4010
3 3 10388
#Chi tiet cac cum
5.362933020732171
14
3 16.93446603804408 19.324159005549788 0.0
10 19.046719765410714 16.927737968038915 0.0
20 12.810159467413847 12.75445936677166 0.0
22 18.40008385192304 18.39807667419459 0.0
27 11.316797519412999 11.353868216255133 0.0
29 12.464742580315976 11.546288248303593 0.0
33 13.849316217272396 16.01959776340253 0.0
36 19.30010009139931 14.190002086998211 0.0
40 12.754934198391652 13.434318773957882 0.0
45 13.645483614531903 12.710050554514169 0.0
47 14.096482315174763 13.67742986619277 0.0
49 15.914557216771732 17.76620135388739 0.0
53 13.481491400610231 18.784115740235812 0.0
54 19.698282475014576 12.87590700465704 0.0
6.077973542459484
16
1 1.7680817340005346 19.090298021777258 0.0
4 8.231782515514219 18.47126128565075 0.0
8 0.4851897066085662 18.559978809145502 0.0
16 8.466299701374096 13.35893110871937 0.0
18 5.986651937983534 14.082844818715962 0.0
24 9.007791169585735 12.516568047379586 0.0
26 0.7410496353677428 19.085673263483024 0.0
30 9.793795789874267 15.709674282074143 0.0
34 1.0512161396957584 13.072841981742158 0.0
37 6.4516789668869 17.621194735804647 0.0
42 1.5696833428424006 11.219920370047474 0.0
43 0.44989501021935696 13.092210900958069 0.0
46 8.10548712876024 17.637461098838113 0.0
48 9.063759596047799 14.703909900418187 0.0
55 5.8688659880582 12.057197754470776 0.0
57 8.991027692552377 12.201283469995218 0.0
6.064673141335427
13
7 14.574696352565622 1.0294604921255546 0.0
9 17.79075409528736 1.0541470030647822 0.0
11 18.89478260036576 1.883157272858826 0.0
14 16.700119082749232 4.710884386285466 0.0
15 19.981147581947656 0.14744596890500272 0.0
17 15.747893654774055 7.302680973168606 0.0
21 16.436420324526754 1.7844451525913114 0.0
23 12.76496222298848 6.879869973840533 0.0
35 16.45980403381449 5.366457442697177 0.0
39 11.654121079734859 0.03968491885142966 0.0
41 19.491816630484443 8.70210916739639 0.0
50 17.756454176256 2.898737309100909 0.0
51 16.236609098164465 6.1365131256409295 0.0
5.574092518115605
15
0 4.889514800482538 7.4227560352297335 0.0
2 9.332360472508672 7.8733951881126565 0.0
5 8.459594219036578 9.657399304873268 0.0
6 4.641256330058117 4.658281296491863 0.0
12 2.1444736086898635 3.757439121741279 0.0
13 5.022777091569438 5.570158265401491 0.0
19 10.46644909236861 6.115108919432594 0.0
25 5.192556817398334 1.4808467654368074 0.0
28 10.422034682074175 1.8956291074983778 0.0
31 3.1945818020549384 2.8886565575160237 0.0
32 5.693093875832661 4.338631817372863 0.0
38 9.655111974587994 10.768277863726453 0.0
44 6.774423492351168 6.950822717553326 0.0
52 10.13665701888008 9.526492019824065 0.0
56 10.678351290939144 4.206112662412069 0.0
