#He so k la
3.0
#Number of Nodes
4
# list of nodes
#x #y #z
3.7705902821159336 14.101366458780092 0.0
15.210121431632604 4.9705844643553325 0.0
17.375510328203656 14.167280851101843 0.0
5.130304135020321 3.7274615397677056 0.0
#nguong BER
0.001
#Ma tran yeu cau D
#source_index dest_index bw don vi Mbps
0 0 21460
0 1 2478
0 2 2218
0 3 7906
1 0 2430
1 1 4869
1 2 1432
1 3 3911
2 0 2053
2 1 1430
2 2 2193
2 3 1789
3 0 7780
3 1 3940
3 2 1710
3 3 20620
#Chi tiet cac cum
6.675284734990015
20
0 0.3806886880599192 14.606459944867778 0.0
4 2.1916189128957706 13.652787397543634 0.0
7 2.5222961534549335 14.135652460310968 0.0
13 8.729672262813791 13.97235902512551 0.0
16 0.3719502302124854 15.672022544770135 0.0
17 2.3344084453709053 16.463951846499494 0.0
21 0.25303612039505785 12.742346684054212 0.0
22 0.8948090598784232 19.801681458921383 0.0
27 7.261623220631991 14.548986133109164 0.0
30 1.8920286233223114 13.026626478552382 0.0
31 5.619503947946807 17.15707037902075 0.0
34 9.15101019522921 10.1503529366867 0.0
37 6.819375258582544 15.125569457025088 0.0
38 4.783246628337416 11.83297599598812 0.0
39 3.927054989777262 17.316948163475168 0.0
45 0.4223102528160254 10.303912061743983 0.0
47 1.1523663200053875 12.342044370796657 0.0
48 5.907158184075733 16.049861260838334 0.0
52 7.745793633678646 12.641926824315867 0.0
53 3.0518545148340457 10.483793751956552 0.0
5.104949884599718
9
1 17.441485796620768 6.077181267256012 0.0
5 14.291158427289936 1.915522554943041 0.0
6 11.39677861633325 2.485900492587019 0.0
18 17.531410196618108 5.5461259909840255 0.0
19 12.653406138352802 6.220870277786335 0.0
26 13.158855346363563 3.3845747854153423 0.0
28 19.655035521998062 4.706819432220448 0.0
33 18.322250855561776 5.139221441502905 0.0
50 12.440711985555192 9.259043936502863 0.0
5.8092713590406815
7
8 19.573189689069356 15.310257518194925 0.0
12 18.933962910967505 17.119587270169276 0.0
14 19.868868330429798 10.397135532463276 0.0
20 19.67509934139 9.343445363724632 0.0
51 14.671945637936064 14.535660417613453 0.0
54 17.335565119267848 18.090230698249258 0.0
55 11.569941268365021 14.374649157298096 0.0
5.784448903995694
20
2 1.737308722781971 0.49225337668652913 0.0
3 3.879474521648443 4.778797188459136 0.0
9 7.037022759899916 1.3871306228257287 0.0
10 8.39010668048971 3.7007093732710135 0.0
11 2.5917312860922266 4.377116302049552 0.0
15 8.177521932494617 0.003039692897061408 0.0
23 8.601176971912528 7.251353320114216 0.0
24 2.5943925914039427 0.9359365210825759 0.0
25 0.7180915505916452 6.964315191274365 0.0
29 6.765642206626261 2.1707350358554 0.0
32 2.4527093391630457 5.2811037029515076 0.0
35 5.968158153369219 7.899875699433543 0.0
36 4.7435854400708 1.8064317200554023 0.0
40 5.181397324723927 0.9531342348038095 0.0
41 4.524702932246212 8.042408407140686 0.0
42 9.099793784930188 0.6619037218500975 0.0
43 1.0219129343047273 1.214307110952648 0.0
44 0.44235451894512035 7.116115774132339 0.0
46 9.702574526149032 3.6349394992174253 0.0
49 8.976424522562873 5.877624300301086 0.0
