#He so k la
3.0
#Number of Nodes
4
# list of nodes
#x #y #z
3.9169407043618123 4.343117301767168 0.0
17.31434738286135 16.554672951188543 0.0
8.198361792233053 14.369323446461541 0.0
14.546530016412827 5.966512558095394 0.0
#nguong BER
0.001
#Ma tran yeu cau D
#source_index dest_index bw don vi Mbps
0 0 21684
0 1 1073
0 2 4737
0 3 5830
1 0 1131
1 1 1054
1 2 1304
1 3 1559
2 0 4760
2 1 1542
2 2 8727
2 3 4317
3 0 6347
3 1 1612
3 2 4734
3 3 12543
#Chi tiet cac cum
6.178681087211967
20
0 4.682749687291561 7.752763638964114 0.0
8 7.176584762312202 2.01675120058968 0.0
10 2.4969446244267575 3.7077484128503113 0.0
11 3.1409054655183732 3.5270627539312986 0.0
14 1.5056248403168597 9.282910810186358 0.0
15 8.62147975687242 0.33769444258320425 0.0
17 6.581051214180328 4.220939885422835 0.0
24 0.5680396950703442 6.417668928705285 0.0
26 3.3115755280345445 2.478684410843718 0.0
29 7.152648306771908 0.23264878498885333 0.0
30 2.4315663233937967 5.826892753297741 0.0
33 1.0138577730774432 8.822717282852002 0.0
35 8.183700966708198 1.1942957905743468 0.0
36 0.8568402935716128 0.5903934844468876 0.0
38 5.363575162169706 0.34808793806618066 0.0
43 0.3898252564643112 7.612382926310877 0.0
45 3.2865514590297114 5.942299625476264 0.0
46 7.9937346133667955 3.747694931300396 0.0
52 2.520014121796429 7.54328448163633 0.0
53 1.0615442368629309 5.259423552316672 0.0
4.710505570023336
5
22 15.964506025601581 12.041714826471233 0.0
28 19.424134342432403 14.882374050487241 0.0
37 18.095327588589548 19.029783595049544 0.0
39 15.133231164470683 18.55268923125517 0.0
51 17.95453779321252 18.266803052679528 0.0
6.385932601802971
14
3 11.562304394747144 13.261673094676318 0.0
4 10.178104917645028 15.597944745390677 0.0
5 9.275392065475572 13.990591765095816 0.0
7 2.7520298587919534 13.153195877492225 0.0
19 8.927179929245645 19.019638278524635 0.0
20 9.647992083163432 12.706188901463545 0.0
21 11.22570042747439 11.503314347524162 0.0
23 12.150427832528482 11.28069047452432 0.0
27 2.502677662652977 15.496526673307695 0.0
32 9.843567035273454 10.865854349051233 0.0
34 3.6894957658885152 18.89152007545127 0.0
42 8.137609197683222 17.370867122026738 0.0
49 8.654766538316899 15.618121661641116 0.0
50 6.229817382376051 12.41440088429184 0.0
5.692993987459084
16
1 17.130572620176693 8.3132613215452 0.0
2 17.92130801220471 6.623531932425989 0.0
6 11.828224992778464 7.323284909342141 0.0
9 18.19259428288404 1.5942824742586552 0.0
12 16.185669860663445 4.069299498304533 0.0
13 14.317425920912086 8.814668952176342 0.0
16 10.698434343818295 6.305999088697111 0.0
18 17.219451729363563 5.454816308203492 0.0
25 11.429212524890934 5.512504899285173 0.0
31 14.918454075862908 9.456835884107582 0.0
40 14.72380457014183 7.714416537466618 0.0
41 17.814896219747723 7.980307187153805 0.0
44 13.782218666009843 2.2903725086429674 0.0
47 12.677233339619262 9.30302844505114 0.0
48 11.098696471604706 3.8128863824385086 0.0
54 12.806282631926724 0.8947046004270278 0.0
