#He so k la
3.0
#Number of Nodes
79
# list of nodes
#x #y #z
27.214822417219633 9.653135585079553 0.0
94.39747016289702 87.82212349406319 0.0
5.866821900704417 96.82395603588537 0.0
97.62627948824375 22.389389004397188 0.0
44.388494674305335 60.189424640018636 0.0
1.8160126915115264 55.21408596334909 0.0
63.01818667533645 4.528772474245375 0.0
57.486261882196295 92.28281015211421 0.0
83.58870730654823 59.30500959947436 0.0
59.09474703582954 30.03248659949773 0.0
3.0319268873529577 17.914859567773796 0.0
22.44938002446382 38.789852874162676 0.0
29.176567558875036 76.7789384326431 0.0
7.28847676507435 2.834137508236103 0.0
26.82250222648048 59.723867282242566 0.0
64.7503733736821 75.43083912435522 0.0
49.14031992292703 11.857421377673639 0.0
76.11826190102684 13.581651095256007 0.0
11.679166129859798 67.22031902531508 0.0
42.275322186828085 37.85922165425154 0.0
78.2074090687406 41.02983919150657 0.0
10.67985533364309 35.652849939788645 0.0
79.43788034913456 95.65456075910093 0.0
37.71434137221643 29.557860149447226 0.0
83.03811545365517 79.04549666193512 0.0
58.73529065778612 46.54228115702374 0.0
38.492731318087294 94.58095468708537 0.0
78.98299807288561 3.947647143746144 0.0
47.2258156593865 1.5063678851663025 0.0
68.04372146049212 59.58438624719337 0.0
47.79033763993649 86.79441674125023 0.0
17.542866980484074 47.71611870479044 0.0
15.906796289481393 26.737807660553916 0.0
66.95296000758601 88.7139985238681 0.0
60.34588923377697 13.470288253384192 0.0
45.486121294667484 70.23037761594696 0.0
87.1658517656571 67.67038413739567 0.0
89.43115255995328 12.308254335522914 0.0
10.586329493575281 10.923550443363691 0.0
46.53958369522915 28.62146984059797 0.0
83.08254040889331 31.3935428419011 0.0
37.952507791945116 51.08434528321363 0.0
97.2557254457007 31.527028525489474 0.0
34.63311163942832 2.0597987413160808 0.0
92.59166925669842 61.08232685079878 0.0
7.3045597262434905 76.93481718671595 0.0
15.335771356298267 87.66295860327065 0.0
32.21666654666588 67.45214934640885 0.0
50.80381971337647 48.528899799389094 0.0
55.67218104666327 79.97321364758065 0.0
71.96952178860047 24.361738588629283 0.0
2.7407984067071194 8.301755965824736 0.0
4.030630861804171 64.31609939430723 0.0
38.41320326443819 12.11417479097764 0.0
53.070750790355845 39.34883918676801 0.0
21.79119479251303 24.760030025803292 0.0
68.23226713517614 37.509502001780604 0.0
54.779503407035804 5.955557231829267 0.0
17.528109979173617 1.945651520338509 0.0
31.304288719845772 38.271023963990096 0.0
19.481176900856102 59.153030794028 0.0
98.06757573860303 80.204395334201 0.0
5.465205824229654 45.54437338430154 0.0
31.102619579069206 19.729152222014854 0.0
73.75486882210633 66.9252677301729 0.0
85.52906090356785 47.471279540269485 0.0
7.642791732281674 26.430787310365552 0.0
10.437189816587308 56.9472980130342 0.0
71.62919689192285 3.9444922427684426 0.0
20.000373487922378 73.29765994275279 0.0
83.64488802184535 26.36136463197704 0.0
42.791703119189656 18.703002018075356 0.0
3.3861071744520537 38.17747912060574 0.0
60.518405508757425 67.56872345668172 0.0
55.06490652457734 22.924892834912278 0.0
25.843168673083895 85.10253083922028 0.0
17.468375186545202 12.720351312610374 0.0
38.92609750673432 82.73726829077647 0.0
75.07551988581037 53.22977463777377 0.0
#nguong BER
0.001
#Ma tran yeu cau D
#source_index dest_index bw don vi Mbps
0 0 14586
0 1 174
0 2 177
0 3 1172
0 4 3227
0 5 1814
0 6 5461
0 7 261
0 8 489
0 9 3452
0 10 9243
0 11 4257
0 12 1552
0 13 5551
0 14 3129
0 15 932
0 16 6115
0 17 2468
0 18 2203
0 19 5565
0 20 2207
0 21 5297
0 22 210
0 23 7396
0 24 539
0 25 2970
0 26 719
0 27 2357
0 28 3541
0 29 885
0 30 2168
0 31 4884
0 32 5993
0 33 677
0 34 7133
0 35 1966
0 36 637
0 37 937
0 38 13224
0 39 6066
0 40 1939
0 41 2865
0 42 1917
0 43 10513
0 44 846
0 45 1869
0 46 972
0 47 1737
0 48 1532
0 49 2794
0 50 1500
0 51 5837
0 52 2294
0 53 6298
0 54 3325
0 55 7287
0 56 1491
0 57 6521
0 58 7540
0 59 2130
0 60 2395
0 61 213
0 62 4449
0 63 14693
0 64 815
0 65 1881
0 66 2925
0 67 2969
0 68 2579
0 69 864
0 70 830
0 71 7003
0 72 2858
0 73 978
0 74 3017
0 75 605
0 76 11219
0 77 1553
